Time,sasa,gyrate,hbond,LJSR,CSR
37500.0,26.44,0.874325,59.0,-784.435669,-2078.607178
37600.0,27.104,0.892824,48.0,-792.065063,-1831.968506
37700.0,26.341,0.890571,56.0,-770.23407,-1914.682617
37800.0,26.406,0.887571,50.0,-843.959717,-1775.283813
37900.0,26.824,0.894879,48.0,-812.001099,-1811.989624
38000.0,26.345,0.877128,56.0,-787.181091,-1928.196289
38100.0,26.88,0.885366,56.0,-811.776245,-1875.267822
38200.0,26.882,0.892016,50.0,-860.980896,-1751.216553
38300.0,26.571,0.885828,55.0,-816.508972,-1835.473022
38400.0,26.131,0.888157,51.0,-830.719604,-1760.732056
38500.0,26.403,0.87716,54.0,-758.460571,-1788.180298
38600.0,25.197,0.878496,58.0,-815.729675,-1905.869141
38700.0,26.184,0.888211,60.0,-896.238525,-1912.305786
38800.0,26.52,0.88308,58.0,-871.972412,-1920.794067
38900.0,25.985,0.882533,57.0,-855.532715,-1914.351929
39000.0,26.49,0.889057,56.0,-941.122375,-1788.609253
39100.0,26.477,0.897348,59.0,-767.717285,-2012.598267
39200.0,26.404,0.883902,61.0,-876.972595,-1854.123169
39300.0,26.022,0.889542,60.0,-855.631836,-1846.928467
39400.0,26.089,0.883329,56.0,-902.552979,-1844.517334
39500.0,26.567,0.88533,53.0,-727.095337,-1939.393188
39600.0,26.88,0.895603,56.0,-824.714111,-1939.276489
39700.0,25.844,0.892657,58.0,-872.336914,-1948.349487
39800.0,25.772,0.88704,59.0,-825.592712,-2027.188721
39900.0,26.064,0.889708,55.0,-727.846863,-2085.574707
40000.0,26.325,0.896097,58.0,-807.15564,-2056.378906
40100.0,26.248,0.887923,63.0,-903.487305,-1916.643677
40200.0,26.374,0.893902,59.0,-801.294678,-1932.079224
40300.0,26.045,0.893098,54.0,-861.421448,-1784.642578
40400.0,26.657,0.896477,60.0,-908.039551,-1786.725586
40500.0,26.321,0.889323,58.0,-877.167542,-1750.2229
40600.0,25.575,0.887873,58.0,-887.917603,-1835.560181
40700.0,26.603,0.895046,55.0,-865.127075,-1873.044434
40800.0,26.067,0.891901,52.0,-789.307007,-1964.228027
40900.0,26.43,0.884317,60.0,-810.567932,-2020.782104
41000.0,26.303,0.881628,59.0,-911.191101,-1665.350464
41100.0,26.304,0.889423,57.0,-854.939575,-1860.785645
41200.0,26.821,0.89873,55.0,-843.256775,-1793.275513
41300.0,26.934,0.879183,60.0,-821.559265,-1978.225464
41400.0,26.699,0.890252,54.0,-882.147583,-1884.408203
41500.0,27.093,0.890763,62.0,-863.890137,-2023.748169
41600.0,26.253,0.887013,60.0,-874.51947,-1934.822388
41700.0,26.758,0.88948,53.0,-840.270386,-1954.954346
41800.0,26.345,0.885268,59.0,-885.261292,-1877.614502
41900.0,26.91,0.885146,59.0,-752.7901,-2053.560791
42000.0,26.262,0.880662,62.0,-869.001465,-1879.806641
42100.0,25.946,0.887788,57.0,-818.917908,-1959.987183
42200.0,25.895,0.880829,57.0,-813.603394,-1941.116577
42300.0,26.057,0.884937,57.0,-886.17218,-1789.027588
42400.0,26.199,0.894615,57.0,-934.722351,-1776.962036
42500.0,26.878,0.882946,61.0,-884.279968,-1931.310669
